"","domain","phylum","class","order","family","genus","otu"
"OTU_1252","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1252"
"OTU_1428","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1428"
"OTU_150","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_150"
"OTU_202","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridium_XI","OTU_202"
"OTU_372","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Collinsella","OTU_372"
"OTU_845","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_845"
"OTU_1431","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","OTU_1431"
"OTU_1948","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1948"
"OTU_477","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_477"
"OTU_955","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_955"
"OTU_1742","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified_Enterobacteriaceae","OTU_1742"
"OTU_1477","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1477"
"OTU_1228","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1228"
"OTU_1667","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1667"
"OTU_972","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb","OTU_972"
"OTU_618","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","OTU_618"
"OTU_564","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","OTU_564"
"OTU_1338","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","OTU_1338"
"OTU_717","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","unclassified_Desulfovibrionaceae","OTU_717"
"OTU_1834","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1834"
"OTU_700","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","OTU_700"
"OTU_331","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_331"
"OTU_953","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","OTU_953"
"OTU_1289","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_1289"
"OTU_193","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","OTU_193"
"OTU_1161","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Olsenella","OTU_1161"
"OTU_1593","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinatimonas","OTU_1593"
"OTU_1424","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","unclassified_Desulfovibrionaceae","OTU_1424"
"OTU_1316","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1316"
"OTU_1907","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","OTU_1907"
"OTU_903","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","OTU_903"
"OTU_1847","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","OTU_1847"
"OTU_1323","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales","OTU_1323"
"OTU_1612","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_1612"
"OTU_1543","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","unclassified_Coriobacteriaceae","OTU_1543"
"OTU_1723","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1723"
"OTU_72","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales","OTU_72"
"OTU_1564","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_1564"
"OTU_353","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_353"
"OTU_179","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_179"
"OTU_1747","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1747"
"OTU_252","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_252"
"OTU_241","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_241"
"OTU_1712","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","OTU_1712"
"OTU_1093","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1093"
"OTU_1864","Bacteria","Actinobacteria","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","OTU_1864"
"OTU_1089","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb","OTU_1089"
"OTU_1853","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1853"
"OTU_1435","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_1435"
"OTU_959","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_959"
"OTU_444","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa","OTU_444"
"OTU_1083","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","unclassified_Coriobacteriaceae","OTU_1083"
"OTU_1784","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto","OTU_1784"
"OTU_1459","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1459"
"OTU_874","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_874"
"OTU_1508","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1508"
"OTU_1840","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1840"
"OTU_1921","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1921"
"OTU_337","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_337"
"OTU_488","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","OTU_488"
"OTU_1201","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1201"
"OTU_693","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","unclassified_Prevotellaceae","OTU_693"
"OTU_1154","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Olsenella","OTU_1154"
"OTU_1343","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","OTU_1343"
"OTU_1118","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_1118"
"OTU_1384","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","OTU_1384"
"OTU_1408","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","unclassified_Succinivibrionaceae","OTU_1408"
"OTU_886","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","OTU_886"
"OTU_1163","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","OTU_1163"
"OTU_737","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_737"
"OTU_368","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","OTU_368"
"OTU_1838","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","OTU_1838"
"OTU_1493","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1493"
"OTU_1236","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII","OTU_1236"
"OTU_1952","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV","OTU_1952"
"OTU_1725","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1725"
"OTU_366","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","unclassified_Erysipelotrichaceae","OTU_366"
"OTU_1523","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","OTU_1523"
"OTU_367","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Coriobacterium","OTU_367"
"OTU_312","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","OTU_312"
"OTU_1828","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1828"
"OTU_1660","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","OTU_1660"
"OTU_1267","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1267"
"OTU_781","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_781"
"OTU_1406","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1406"
"OTU_1941","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1941"
"OTU_1655","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1655"
"OTU_1370","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1370"
"OTU_1631","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor","OTU_1631"
"OTU_870","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_870"
"OTU_1304","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1304"
"OTU_1491","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1491"
"OTU_321","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","OTU_321"
"OTU_1291","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","unclassified_Coriobacteriaceae","OTU_1291"
"OTU_1446","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Anaerovorax","OTU_1446"
"OTU_1551","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_1551"
"OTU_652","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","unclassified_Prevotellaceae","OTU_652"
"OTU_586","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_586"
"OTU_1589","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_1589"
"OTU_866","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Gordonibacter","OTU_866"
"OTU_1447","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","OTU_1447"
"OTU_1904","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb","OTU_1904"
"OTU_650","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_650"
"OTU_1674","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1674"
"OTU_1420","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1420"
"OTU_198","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_198"
"OTU_916","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_916"
"OTU_1632","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","OTU_1632"
"OTU_613","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_613"
"OTU_1103","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1103"
"OTU_1143","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_1143"
"OTU_1580","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","OTU_1580"
"OTU_1357","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1357"
"OTU_1650","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1650"
"OTU_696","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_696"
"OTU_889","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","OTU_889"
"OTU_1119","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae","OTU_1119"
"OTU_1651","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1651"
"OTU_1816","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1816"
"OTU_1269","Bacteria","Verrucomicrobia","Opitutae","unclassified_Opitutae","unclassified_Opitutae","unclassified_Opitutae","OTU_1269"
"OTU_1414","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","OTU_1414"
"OTU_300","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","unclassified_Prevotellaceae","OTU_300"
"OTU_1895","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1895"
"OTU_1749","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1749"
"OTU_731","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_731"
"OTU_190","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_190"
"OTU_461","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_461"
"OTU_710","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_710"
"OTU_212","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","OTU_212"
"OTU_1133","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_1133"
"OTU_611","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_611"
"OTU_788","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_788"
"OTU_1587","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_1587"
"OTU_777","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_777"
"OTU_1535","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales","OTU_1535"
"OTU_1231","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_1231"
"OTU_1257","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_1257"
"OTU_1296","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","OTU_1296"
"OTU_1056","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_1056"
"OTU_164","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_164"
"OTU_651","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales","OTU_651"
"OTU_775","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified_Porphyromonadaceae","OTU_775"
"OTU_1594","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae","OTU_1594"
"OTU_784","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","unclassified_Bacteroidetes","OTU_784"
"OTU_553","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","OTU_553"
"OTU_645","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","unclassified_Coriobacteriaceae","OTU_645"
